,0,1,2,3,4
243,noscemus,732037,2521,"Contra unica illa Aristotelis opinio, quod simplicia in misto suam naturam non retineant, in labyrinthos & in extricabiles controuersias Aristotelis Interpretes coniecit, & magno rei Medicae damno in Physicam inuecta est:","[['Contra', 'contra', 'ADP', [0, 6]], ['unica', 'unicus', 'ADJ', [7, 12]], ['illa', 'ille', 'DET', [13, 17]], ['Aristotelis', 'Aristoteles', 'PROPN', [18, 29]], ['opinio', 'opinio', 'NOUN', [30, 36]], [',', ',', 'PUNCT', [36, 37]], ['quod', 'quod', 'SCONJ', [38, 42]], ['simplicia', 'simplex', 'ADJ', [43, 52]], ['in', 'in', 'ADP', [53, 55]], ['misto', 'misceo', 'ADJ', [56, 61]], ['suam', 'suus', 'DET', [62, 66]], ['naturam', 'natura', 'NOUN', [67, 74]], ['non', 'non', 'PART', [75, 78]], ['retineant', 'retineo', 'VERB', [79, 88]], [',', ',', 'PUNCT', [88, 89]], ['in', 'in', 'ADP', [90, 92]], ['labyrinthos', 'labyrinthus', 'NOUN', [93, 104]], ['&', '&', 'PUNCT', [105, 106]], ['in', 'in', 'ADP', [107, 109]], ['extricabiles', 'extricabilis', 'ADJ', [110, 122]], ['controuersias', 'controuersia', 'NOUN', [123, 136]], ['Aristotelis', 'Aristoteles', 'PROPN', [137, 148]], ['Interpretes', 'interpres', 'PROPN', [149, 160]], ['coniecit', 'conicio', 'VERB', [161, 169]], [',', ',', 'PUNCT', [169, 170]], ['&', '&', 'PUNCT', [171, 172]], ['magno', 'magnus', 'ADJ', [173, 178]], ['rei', 'res', 'NOUN', [179, 182]], ['Medicae', 'Medicus', 'ADJ', [183, 190]], ['damno', 'damnum', 'NOUN', [191, 196]], ['in', 'in', 'ADP', [197, 199]], ['Physicam', 'physica', 'ADJ', [200, 208]], ['inuecta', 'inueho', 'VERB', [209, 216]], ['est', 'sum', 'AUX', [217, 220]], [':', ':', 'PUNCT', [220, 221]]]"
244,noscemus,732037,2871,"Quod dum facimus, rem ipsam putabimus, autoritatibus uero solum non certabimus, neque in labyrinthum nos immittemus, in quo multi errabundi uagantur, nec exitum ullum inueniunt, dum modo rationem sequuntur, modo autoritatem, & id agunt, ut semper magnorum uirorum autoritatem saluam tueantur, atque ita uerum cum falso saepe conciliare, irrito conatu laborant.","[['Quod', 'qui', 'PRON', [0, 4]], ['dum', 'dum', 'SCONJ', [5, 8]], ['facimus', 'facio', 'VERB', [9, 16]], [',', ',', 'PUNCT', [16, 17]], ['rem', 'res', 'NOUN', [18, 21]], ['ipsam', 'ipse', 'DET', [22, 27]], ['putabimus', 'puto', 'VERB', [28, 37]], [',', ',', 'PUNCT', [37, 38]], ['autoritatibus', 'autoritatus', 'NOUN', [39, 52]], ['uero', 'uero', 'ADV', [53, 57]], ['solum', 'solum', 'ADV', [58, 63]], ['non', 'non', 'PART', [64, 67]], ['certabimus', 'certo', 'VERB', [68, 78]], [',', ',', 'PUNCT', [78, 79]], ['neque', 'neque', 'CCONJ', [80, 85]], ['in', 'in', 'ADP', [86, 88]], ['labyrinthum', 'labyrinthus', 'NOUN', [89, 100]], ['nos', 'nos', 'PRON', [101, 104]], ['immittemus', 'immitto', 'VERB', [105, 115]], [',', ',', 'PUNCT', [115, 116]], ['in', 'in', 'ADP', [117, 119]], ['quo', 'qui', 'PRON', [120, 123]], ['multi', 'multus', 'DET', [124, 129]], ['errabundi', 'errabundo', 'ADJ', [130, 139]], ['uagantur', 'uagor', 'VERB', [140, 148]], [',', ',', 'PUNCT', [148, 149]], ['nec', 'neque', 'CCONJ', [150, 153]], ['exitum', 'exitus', 'NOUN', [154, 160]], ['ullum', 'ullus', 'DET', [161, 166]], ['inueniunt', 'inuenio', 'VERB', [167, 176]], [',', ',', 'PUNCT', [176, 177]], ['dum', 'dum', 'SCONJ', [178, 181]], ['modo', 'modo', 'ADV', [182, 186]], ['rationem', 'ratio', 'NOUN', [187, 195]], ['sequuntur', 'sequor', 'VERB', [196, 205]], [',', ',', 'PUNCT', [205, 206]], ['modo', 'modo', 'ADV', [207, 211]], ['autoritatem', 'autoritas', 'NOUN', [212, 223]], [',', ',', 'PUNCT', [223, 224]], ['&', '&', 'PUNCT', [225, 226]], ['id', 'is', 'PRON', [227, 229]], ['agunt', 'ago', 'VERB', [230, 235]], [',', ',', 'PUNCT', [235, 236]], ['ut', 'ut', 'SCONJ', [237, 239]], ['semper', 'semper', 'ADV', [240, 246]], ['magnorum', 'magnus', 'ADJ', [247, 255]], ['uirorum', 'uir', 'NOUN', [256, 263]], ['autoritatem', 'autoritas', 'NOUN', [264, 275]], ['saluam', 'saluus', 'ADJ', [276, 282]], ['tueantur', 'tueor', 'VERB', [283, 291]], [',', ',', 'PUNCT', [291, 292]], ['atque', 'atque', 'CCONJ', [293, 298]], ['ita', 'ita', 'ADV', [299, 302]], ['uerum', 'uerus', 'ADJ', [303, 308]], ['cum', 'cum', 'SCONJ', [309, 312]], ['falso', 'falso', 'VERB', [313, 318]], ['saepe', 'saepe', 'ADV', [319, 324]], ['conciliare', 'concilio', 'VERB', [325, 335]], [',', ',', 'PUNCT', [335, 336]], ['irrito', 'irritus', 'ADJ', [337, 343]], ['conatu', 'conatus', 'NOUN', [344, 350]], ['laborant', 'laboro', 'VERB', [351, 359]], ['.', '.', 'PUNCT', [359, 360]]]"
245,noscemus,732037,6141,"rationi, nunc authoribus & falsis hypothesibus nituntur, uerumque cum falso conciliare laborant, in inexplicabiles labyrinthos sese immittunt.","[['rationi', 'ratio', 'NOUN', [0, 7]], [',', ',', 'PUNCT', [7, 8]], ['nunc', 'nunc', 'ADV', [9, 13]], ['authoribus', 'author', 'NOUN', [14, 24]], ['&', '&', 'PUNCT', [25, 26]], ['falsis', 'falsus', 'VERB', [27, 33]], ['hypothesibus', 'hypothesis', 'NOUN', [34, 46]], ['nituntur', 'nitor', 'VERB', [47, 55]], [',', ',', 'PUNCT', [55, 56]], ['uerum', 'uerus', 'ADJ', [57, 62]], ['que', 'que', 'CCONJ', [62, 65]], ['cum', 'cum', 'SCONJ', [66, 69]], ['falso', 'falso', 'ADV', [70, 75]], ['conciliare', 'concilio', 'VERB', [76, 86]], ['laborant', 'laboro', 'VERB', [87, 95]], [',', ',', 'PUNCT', [95, 96]], ['in', 'in', 'ADP', [97, 99]], ['inexplicabiles', 'inexplicabilis', 'ADJ', [100, 114]], ['labyrinthos', 'labyrinthus', 'NOUN', [115, 126]], ['sese', 'sui', 'PRON', [127, 131]], ['immittunt', 'immitto', 'VERB', [132, 141]], ['.', '.', 'PUNCT', [141, 142]]]"
246,noscemus,913057,13338,"Uii. 40 Jam uero hisce euictis labyrinthis, canonis instar adstruimus:","[['Uii', 'Uius', 'NUM', [0, 3]], ['.', '.', 'PUNCT', [3, 4]], ['40', '40', 'NUM', [5, 7]], ['Jam', '', 'ADV', [8, 11]], ['uero', 'uero', 'ADV', [12, 16]], ['hisce', 'hisce', 'ADJ', [17, 22]], ['euictis', 'euinco', 'VERB', [23, 30]], ['labyrinthis', 'labyrinthus', 'NOUN', [31, 42]], [',', ',', 'PUNCT', [42, 43]], ['canonis', 'canon', 'NOUN', [44, 51]], ['instar', 'instar', 'NOUN', [52, 58]], ['adstruimus', 'adstruo', 'VERB', [59, 69]], [':', ':', 'PUNCT', [69, 70]]]"
247,noscemus,913057,13933,"Scheuchzerus a) Crystallographiam concipit rem ut curiosissimam, ita & difficillimam, quae ingenia subtilissimorum etiam philosophorum ita torsit, ut ad hunc usque diem sese ex uariarum rerum circa hanc materiam occurrentium labyrinthis extricare Alii b) parum curasse uidentur non potuerint.","[['Scheuchzerus', 'scheuchzerus', 'PROPN', [0, 12]], ['a', 'ab', 'ADP', [13, 14]], [')', ')', 'PUNCT', [14, 15]], ['Crystallographiam', 'Crystallographia', 'PROPN', [16, 33]], ['concipit', 'concipio', 'VERB', [34, 42]], ['rem', 'res', 'NOUN', [43, 46]], ['ut', 'ut', 'SCONJ', [47, 49]], ['curiosissimam', 'curiosissimus', 'ADJ', [50, 63]], [',', ',', 'PUNCT', [63, 64]], ['ita', 'ita', 'ADV', [65, 68]], ['&', '&', 'PUNCT', [69, 70]], ['difficillimam', 'difficillimus', 'ADJ', [71, 84]], [',', ',', 'PUNCT', [84, 85]], ['quae', 'qui', 'PRON', [86, 90]], ['ingenia', 'ingenium', 'NOUN', [91, 98]], ['subtilissimorum', 'subtilissimus', 'ADJ', [99, 114]], ['etiam', 'etiam', 'ADV', [115, 120]], ['philosophorum', 'philosophus', 'NOUN', [121, 134]], ['ita', 'ita', 'ADV', [135, 138]], ['torsit', 'torqueo', 'VERB', [139, 145]], [',', ',', 'PUNCT', [145, 146]], ['ut', 'ut', 'SCONJ', [147, 149]], ['ad', 'ad', 'ADP', [150, 152]], ['hunc', 'hic', 'DET', [153, 157]], ['usque', 'usque', 'ADP', [158, 163]], ['diem', 'dies', 'NOUN', [164, 168]], ['sese', 'sui', 'PRON', [169, 173]], ['ex', 'ex', 'ADP', [174, 176]], ['uariarum', 'uarius', 'ADJ', [177, 185]], ['rerum', 'res', 'NOUN', [186, 191]], ['circa', 'circa', 'ADP', [192, 197]], ['hanc', 'hic', 'DET', [198, 202]], ['materiam', 'materia', 'NOUN', [203, 211]], ['occurrentium', 'occurro', 'VERB', [212, 224]], ['labyrinthis', 'labyrinthus', 'NOUN', [225, 236]], ['extricare', 'extrico', 'VERB', [237, 246]], ['Alii', 'alium', 'DET', [247, 251]], ['b', 'b', 'NOUN', [252, 253]], [')', ')', 'PUNCT', [253, 254]], ['parum', 'parum', 'ADV', [255, 260]], ['curasse', 'curo', 'VERB', [261, 268]], ['uidentur', 'uideo', 'VERB', [269, 277]], ['non', 'non', 'PART', [278, 281]], ['potuerint', 'possum', 'VERB', [282, 291]], ['.', '.', 'PUNCT', [291, 292]]]"
248,noscemus,913057,14075,"), dum oculis labyrinthum Creticum perlustrauit, addere lubet o).","[[')', ')', 'PUNCT', [0, 1]], [',', ',', 'PUNCT', [1, 2]], ['dum', 'dum', 'SCONJ', [3, 6]], ['oculis', 'oculus', 'NOUN', [7, 13]], ['labyrinthum', 'labyrinthus', 'NOUN', [14, 25]], ['Creticum', 'Creticus', 'ADJ', [26, 34]], ['perlustrauit', 'perlustrauo', 'VERB', [35, 47]], [',', ',', 'PUNCT', [47, 48]], ['addere', 'addo', 'VERB', [49, 55]], ['lubet', 'lubet', 'VERB', [56, 61]], ['o', 'o', 'PART', [62, 63]], [')', ')', 'PUNCT', [63, 64]], ['.', '.', 'PUNCT', [64, 65]]]"
249,noscemus,913057,14097,"celle de labyrinthe croissent & augmentent sensiblement sans qu' on puisse subconner qu'aucune matiere etrangere, leur uienne de dehors ceux qui ont graue leur noms sur les murailles, de ce lieu qui sont de roche uiue, ne s'imaginoient pas sans doute que leur traite deleur ciseau deussent se remplir insensiblement & deuenir releuez dans la suite du temps, d'une espece de broderie haute d'enuiron une ligne en quelques endroits, & de prees de trois lignes en quelques autres, de sorte que ces characteres de creux qu'ils etoient, sont presentement rechaussez en bas relief;","[['celle', 'cella', 'NOUN', [0, 5]], ['de', 'de', 'ADP', [6, 8]], ['labyrinthe', 'labyrinthus', 'NOUN', [9, 19]], ['croissent', 'croeo', 'VERB', [20, 29]], ['&', '&', 'PUNCT', [30, 31]], ['augmentent', 'augmento', 'VERB', [32, 42]], ['sensiblement', 'sensiblemeo', 'VERB', [43, 55]], ['sans', 'so', 'VERB', [56, 60]], ['qu', 'quaestio', 'NOUN', [61, 63]], [""'"", ""'"", 'PUNCT', [63, 64]], ['on', 'on', 'INTJ', [65, 67]], ['puisse', '', 'VERB', [68, 74]], ['subconner', 'subconner', 'NOUN', [75, 84]], [""qu'aucune"", ""qu'aucune"", 'ADV', [85, 94]], ['matiere', 'matiio', 'VERB', [95, 102]], ['etrangere', 'etrangeo', 'VERB', [103, 112]], [',', ',', 'PUNCT', [112, 113]], ['leur', 'leur', 'NOUN', [114, 118]], ['uienne', 'uiennes', 'NOUN', [119, 125]], ['de', 'de', 'ADP', [126, 128]], ['dehors', 'daehors', 'NOUN', [129, 135]], ['ceux', 'ceux', 'NOUN', [136, 140]], ['qui', 'qui', 'PRON', [141, 144]], ['ont', 'oo', 'VERB', [145, 148]], ['graue', 'grauis', 'ADJ', [149, 154]], ['leur', 'leur', 'VERB', [155, 159]], ['noms', 'noms', 'NOUN', [160, 164]], ['sur', 'sur', 'ADP', [165, 168]], ['les', 'lis', 'ADJ', [169, 172]], ['murailles', 'muraillis', 'NOUN', [173, 182]], [',', ',', 'PUNCT', [182, 183]], ['de', 'de', 'ADP', [184, 186]], ['ce', 'ces', 'NOUN', [187, 189]], ['lieu', '', 'ADV', [190, 194]], ['qui', 'qui', 'PRON', [195, 198]], ['sont', 'soo', 'VERB', [199, 203]], ['de', 'de', 'ADP', [204, 206]], ['roche', 'roche', 'ADJ', [207, 212]], ['uiue', 'uiuo', 'ADV', [213, 217]], [',', ',', 'PUNCT', [217, 218]], ['ne', 'ne', 'SCONJ', [219, 221]], [""s'imaginoient"", ""s'imaginoio"", 'VERB', [222, 235]], ['pas', 'pa', 'NOUN', [236, 239]], ['sans', 'so', 'VERB', [240, 244]], ['doute', 'doute', 'NOUN', [245, 250]], ['que', 'que', 'CCONJ', [251, 254]], ['leur', 'leur', 'ADJ', [255, 259]], ['traite', 'traite', 'VERB', [260, 266]], ['deleur', 'deleur', 'VERB', [267, 273]], ['ciseau', '', 'VERB', [274, 280]], ['deussent', '', 'VERB', [281, 289]], ['se', 'sui', 'PRON', [290, 292]], ['remplir', '', 'VERB', [293, 300]], ['insensiblement', 'insensiblemo', 'VERB', [301, 315]], ['&', '&', 'PUNCT', [316, 317]], ['deuenir', '', 'ADP', [318, 325]], ['releuez', 'releuez', 'VERB', [326, 333]], ['dans', 'do', 'VERB', [334, 338]], ['la', 'la', 'NOUN', [339, 341]], ['suite', 'suo', 'VERB', [342, 347]], ['du', 'dum', 'ADP', [348, 350]], ['temps', 'temps', 'NOUN', [351, 356]], [',', ',', 'PUNCT', [356, 357]], [""d'une"", ""d'una"", 'NOUN', [358, 363]], ['espece', '', 'NOUN', [364, 370]], ['de', 'de', 'ADP', [371, 373]], ['broderie', 'broderia', 'NOUN', [374, 382]], ['haute', 'haute', 'ADV', [383, 388]], [""d'enuiron"", ""d'enuiron"", 'NOUN', [389, 398]], ['une', 'unus', 'ADP', [399, 402]], ['ligne', 'ligne', 'NOUN', [403, 408]], ['en', 'in', 'ADP', [409, 411]], ['quelques', 'quelquis', 'VERB', [412, 420]], ['endroits', '', 'NOUN', [421, 429]], [',', ',', 'PUNCT', [429, 430]], ['&', '&', 'PUNCT', [431, 432]], ['de', 'de', 'ADP', [433, 435]], ['prees', '', 'NOUN', [436, 441]], ['de', 'de', 'ADP', [442, 444]], ['trois', 'trous', 'ADJ', [445, 450]], ['lignes', 'ligno', 'NOUN', [451, 457]], ['en', 'in', 'PART', [458, 460]], ['quelques', 'quelquis', 'DET', [461, 469]], ['autres', 'auter', 'NOUN', [470, 476]], [',', ',', 'PUNCT', [476, 477]], ['de', 'de', 'ADP', [478, 480]], ['sorte', 'sors', 'NOUN', [481, 486]], ['que', 'que', 'CCONJ', [487, 490]], ['ces', 'x', 'NOUN', [491, 494]], ['characteres', 'character', 'NOUN', [495, 506]], ['de', 'de', 'ADP', [507, 509]], ['creux', 'creux', 'NOUN', [510, 515]], [""qu'ils"", ""qu'ils"", 'PROPN', [516, 522]], ['etoient', 'etoio', 'VERB', [523, 530]], [',', ',', 'PUNCT', [530, 531]], ['sont', 'sonto', 'VERB', [532, 536]], ['presentement', 'presentemeo', 'VERB', [537, 549]], ['rechaussez', '', 'VERB', [550, 560]], ['en', 'in', 'PART', [561, 563]], ['bas', 'bo', 'VERB', [564, 567]], ['relief', '', 'NOUN', [568, 574]], [';', ';', 'PUNCT', [574, 575]]]"
250,noscemus,708109,7161,"Ipsae Regum Dynastiae quouis labyrintho confusiores, in quibus extricandis maxima ingenia hactenus frustra laborarunt, ac nisi plures subinde diuersis locis simul in Aegypto regnasse statuas, ipsa mundi aetas omnibus digerendis non sufficit.","[['Ipsae', 'ipse', 'DET', [0, 5]], ['Regum', 'rex', 'NOUN', [6, 11]], ['Dynastiae', 'Dynastia', 'NOUN', [12, 21]], ['quouis', 'quiuis', 'ADV', [22, 28]], ['labyrintho', 'labyrinthus', 'NOUN', [29, 39]], ['confusiores', 'confusior', 'ADJ', [40, 51]], [',', ',', 'PUNCT', [51, 52]], ['in', 'in', 'ADP', [53, 55]], ['quibus', 'qui', 'PRON', [56, 62]], ['extricandis', 'extrico', 'VERB', [63, 74]], ['maxima', 'maximus', 'ADJ', [75, 81]], ['ingenia', 'ingenium', 'NOUN', [82, 89]], ['hactenus', 'hactenus', 'ADV', [90, 98]], ['frustra', 'frustra', 'ADV', [99, 106]], ['laborarunt', 'laboro', 'VERB', [107, 117]], [',', ',', 'PUNCT', [117, 118]], ['ac', 'atque', 'CCONJ', [119, 121]], ['nisi', 'nisi', 'SCONJ', [122, 126]], ['plures', 'plus', 'DET', [127, 133]], ['subinde', 'subinde', 'ADV', [134, 141]], ['diuersis', 'diuersus', 'ADJ', [142, 150]], ['locis', 'locus', 'NOUN', [151, 156]], ['simul', 'simul', 'ADV', [157, 162]], ['in', 'in', 'ADP', [163, 165]], ['Aegypto', 'Aegyptus', 'PROPN', [166, 173]], ['regnasse', 'regno', 'VERB', [174, 182]], ['statuas', 'statua', 'NOUN', [183, 190]], [',', ',', 'PUNCT', [190, 191]], ['ipsa', 'ipse', 'DET', [192, 196]], ['mundi', 'mundus', 'NOUN', [197, 202]], ['aetas', 'aetas', 'NOUN', [203, 208]], ['omnibus', 'omnis', 'DET', [209, 216]], ['digerendis', 'digero', 'VERB', [217, 227]], ['non', 'non', 'PART', [228, 231]], ['sufficit', 'sufficio', 'VERB', [232, 240]], ['.', '.', 'PUNCT', [240, 241]]]"
251,noscemus,720096,9974,"Deusu P queatur, sane per hunc labyrinthum, durum illum neruum produxit, qui maxima quidem sui parte latum buccarum aperit musculum:","[['Deusu', 'deutor', 'NOUN', [0, 5]], ['P', 'P', 'PROPN', [6, 7]], ['queatur', 'queo', 'VERB', [8, 15]], [',', ',', 'PUNCT', [15, 16]], ['sane', 'sane', 'ADV', [17, 21]], ['per', 'per', 'ADP', [22, 25]], ['hunc', 'hic', 'DET', [26, 30]], ['labyrinthum', 'labyrinthus', 'NOUN', [31, 42]], [',', ',', 'PUNCT', [42, 43]], ['durum', 'durus', 'ADJ', [44, 49]], ['illum', 'ille', 'DET', [50, 55]], ['neruum', 'neruus', 'NOUN', [56, 62]], ['produxit', 'produco', 'VERB', [63, 71]], [',', ',', 'PUNCT', [71, 72]], ['qui', 'qui', 'PRON', [73, 76]], ['maxima', 'maximus', 'ADJ', [77, 83]], ['quidem', 'quidem', 'PART', [84, 90]], ['sui', 'suus', 'PRON', [91, 94]], ['parte', 'pars', 'NOUN', [95, 100]], ['latum', 'latus', 'VERB', [101, 106]], ['buccarum', 'bucca', 'NOUN', [107, 115]], ['aperit', 'aperio', 'VERB', [116, 122]], ['musculum', 'musculus', 'NOUN', [123, 131]], [':', ':', 'PUNCT', [131, 132]]]"
252,noscemus,653297,7416,"sed solummodo, ut negotii subtilitatem, & labyrinthos, ubi summa requiritur praecisio, maximis etiam Artificibus obrepentes aliquatenus indicem.","[['sed', 'sed', 'CCONJ', [0, 3]], ['solummodo', 'solummodo', 'ADV', [4, 13]], [',', ',', 'PUNCT', [13, 14]], ['ut', 'ut', 'SCONJ', [15, 17]], ['negotii', 'negotium', 'NOUN', [18, 25]], ['subtilitatem', 'subtilitas', 'NOUN', [26, 38]], [',', ',', 'PUNCT', [38, 39]], ['&', '&', 'PUNCT', [40, 41]], ['labyrinthos', 'labyrinthus', 'NOUN', [42, 53]], [',', ',', 'PUNCT', [53, 54]], ['ubi', 'ubi', 'SCONJ', [55, 58]], ['summa', 'summus', 'ADJ', [59, 64]], ['requiritur', 'requiro', 'VERB', [65, 75]], ['praecisio', 'praecisio', 'NOUN', [76, 85]], [',', ',', 'PUNCT', [85, 86]], ['maximis', 'maximus', 'ADJ', [87, 94]], ['etiam', 'etiam', 'ADV', [95, 100]], ['Artificibus', 'artifex', 'NOUN', [101, 112]], ['obrepentes', 'obrepo', 'VERB', [113, 123]], ['aliquatenus', 'aliquatenus', 'ADV', [124, 135]], ['indicem', 'indico', 'NOUN', [136, 143]], ['.', '.', 'PUNCT', [143, 144]]]"
253,noscemus,653297,9436,"Nempe, quia Fixarum distantia in nullam prorsus mensuram cadit, satius ducit illam assumere tantam, ut Phaenomena debite saluentur quam incurrere in tot labyrinthos, quibus implicantur, qui Terram in medio Mundi detinent;","[['Nempe', 'nempe', 'CCONJ', [0, 5]], [',', ',', 'PUNCT', [5, 6]], ['quia', 'quia', 'SCONJ', [7, 11]], ['Fixarum', 'figo', 'PROPN', [12, 19]], ['distantia', 'distantia', 'NOUN', [20, 29]], ['in', 'in', 'ADP', [30, 32]], ['nullam', 'nullus', 'DET', [33, 39]], ['prorsus', 'prorsus', 'ADV', [40, 47]], ['mensuram', 'mensura', 'NOUN', [48, 56]], ['cadit', 'cado', 'VERB', [57, 62]], [',', ',', 'PUNCT', [62, 63]], ['satius', 'satius', 'ADV', [64, 70]], ['ducit', 'duco', 'VERB', [71, 76]], ['illam', 'ille', 'DET', [77, 82]], ['assumere', 'assumo', 'VERB', [83, 91]], ['tantam', 'tantus', 'DET', [92, 98]], [',', ',', 'PUNCT', [98, 99]], ['ut', 'ut', 'SCONJ', [100, 102]], ['Phaenomena', 'phaenomenon', 'NOUN', [103, 113]], ['debite', 'debeo', 'ADV', [114, 120]], ['saluentur', 'saluo', 'VERB', [121, 130]], ['quam', 'quam', 'SCONJ', [131, 135]], ['incurrere', 'incurro', 'VERB', [136, 145]], ['in', 'in', 'ADP', [146, 148]], ['tot', 'tot', 'DET', [149, 152]], ['labyrinthos', 'labyrinthus', 'NOUN', [153, 164]], [',', ',', 'PUNCT', [164, 165]], ['quibus', 'qui', 'PRON', [166, 172]], ['implicantur', 'implico', 'VERB', [173, 184]], [',', ',', 'PUNCT', [184, 185]], ['qui', 'qui', 'PRON', [186, 189]], ['Terram', 'terra', 'NOUN', [190, 196]], ['in', 'in', 'ADP', [197, 199]], ['medio', 'medium', 'NOUN', [200, 205]], ['Mundi', 'Mundus', 'NOUN', [206, 211]], ['detinent', 'detineo', 'VERB', [212, 220]], [';', ';', 'PUNCT', [220, 221]]]"
254,noscemus,726765,2866,"Etenim si aliquid agit morbus, in causarum numero procul dubio recipietur, siue Relationis siue Qualitatis labyrintho claudatur.","[['Etenim', 'etenim', 'PART', [0, 6]], ['si', 'si', 'SCONJ', [7, 9]], ['aliquid', 'aliquis', 'PRON', [10, 17]], ['agit', 'ago', 'VERB', [18, 22]], ['morbus', 'morbus', 'NOUN', [23, 29]], [',', ',', 'PUNCT', [29, 30]], ['in', 'in', 'ADP', [31, 33]], ['causarum', 'causa', 'NOUN', [34, 42]], ['numero', 'numero', 'NOUN', [43, 49]], ['procul', 'procul', 'ADV', [50, 56]], ['dubio', 'dubius', 'ADV', [57, 62]], ['recipietur', 'recipio', 'VERB', [63, 73]], [',', ',', 'PUNCT', [73, 74]], ['siue', 'siue', 'CCONJ', [75, 79]], ['Relationis', 'relatio', 'NOUN', [80, 90]], ['siue', 'siue', 'CCONJ', [91, 95]], ['Qualitatis', 'qualitas', 'NOUN', [96, 106]], ['labyrintho', 'labyrinthus', 'NOUN', [107, 117]], ['claudatur', 'claudo', 'VERB', [118, 127]], ['.', '.', 'PUNCT', [127, 128]]]"
255,noscemus,897956,733,sicque difficultates maximas & labyrinthos quasi fractionum siue minutiarum effugeris.,"[['sic', 'sic', 'ADV', [0, 3]], ['que', 'que', 'CCONJ', [3, 6]], ['difficultates', 'difficultas', 'NOUN', [7, 20]], ['maximas', 'maximus', 'ADJ', [21, 28]], ['&', '&', 'PUNCT', [29, 30]], ['labyrinthos', 'labyrinthus', 'NOUN', [31, 42]], ['quasi', 'quasi', 'ADV', [43, 48]], ['fractionum', 'fractio', 'NOUN', [49, 59]], ['siue', 'siue', 'CCONJ', [60, 64]], ['minutiarum', 'minutia', 'NOUN', [65, 75]], ['effugeris', 'effugio', 'VERB', [76, 85]], ['.', '.', 'PUNCT', [85, 86]]]"
256,noscemus,897956,880,"Atque haec adeo res est quam tantopere ab- z 3 4 horrent iuuenum animi, ob x19 0 2 5 atxrum hac in re traditionem obscuram, et labyrinthi 614 (34 in modum intricatam.","[['Atque', 'atque', 'CCONJ', [0, 5]], ['haec', 'hic', 'DET', [6, 10]], ['adeo', 'adeo', 'ADV', [11, 15]], ['res', 'res', 'NOUN', [16, 19]], ['est', 'sum', 'AUX', [20, 23]], ['quam', 'qui', 'PRON', [24, 28]], ['tantopere', 'tantopere', 'ADV', [29, 38]], ['ab-', 'ab-us', 'VERB', [39, 42]], ['z', 'z', 'CCONJ', [43, 44]], ['3', '3', 'NUM', [45, 46]], ['4', '4', 'NUM', [47, 48]], ['horrent', 'horreo', 'VERB', [49, 56]], ['iuuenum', 'iuuenis', 'NOUN', [57, 64]], ['animi', 'animus', 'NOUN', [65, 70]], [',', ',', 'PUNCT', [70, 71]], ['ob', 'ob', 'ADP', [72, 74]], ['x19', 'x19', 'NOUN', [75, 78]], ['0', '0', 'NUM', [79, 80]], ['2', '2', 'NUM', [81, 82]], ['5', '5', 'NUM', [83, 84]], ['atxrum', 'atxr', 'NOUN', [85, 91]], ['hac', 'hic', 'DET', [92, 95]], ['in', 'in', 'ADP', [96, 98]], ['re', 'res', 'NOUN', [99, 101]], ['traditionem', 'traditio', 'NOUN', [102, 113]], ['obscuram', 'obscurus', 'ADJ', [114, 122]], [',', ',', 'PUNCT', [122, 123]], ['et', 'et', 'CCONJ', [124, 126]], ['labyrinthi', 'labyrinthus', 'NOUN', [127, 137]], ['614', '614', 'PUNCT', [138, 141]], ['(', '(', 'PUNCT', [142, 143]], ['34', '34', 'NUM', [143, 145]], ['in', 'in', 'ADP', [146, 148]], ['modum', 'modus', 'NOUN', [149, 154]], ['intricatam', 'intrico', 'VERB', [155, 165]], ['.', '.', 'PUNCT', [165, 166]]]"
257,noscemus,732630,11231,"Cometam se obseruasse, qui ob motus proprii inaequalitatem perplequalis abserxiores labyrinthos parallaxeos inuestigandae sibi objecerit.","[['Cometam', 'cometa', 'VERB', [0, 7]], ['se', 'sui', 'PRON', [8, 10]], ['obseruasse', 'obseruo', 'VERB', [11, 21]], [',', ',', 'PUNCT', [21, 22]], ['qui', 'qui', 'PRON', [23, 26]], ['ob', 'ob', 'ADP', [27, 29]], ['motus', 'motus', 'NOUN', [30, 35]], ['proprii', 'proprius', 'ADJ', [36, 43]], ['inaequalitatem', 'inaequalitas', 'NOUN', [44, 58]], ['perplequalis', 'perplequalis', 'ADJ', [59, 71]], ['abserxiores', 'abserxus', 'ADJ', [72, 83]], ['labyrinthos', 'labyrinthus', 'NOUN', [84, 95]], ['parallaxeos', 'parallaxeus', 'ADJ', [96, 107]], ['inuestigandae', 'inuestigo', 'VERB', [108, 121]], ['sibi', 'sui', 'PRON', [122, 126]], ['objecerit', '', 'VERB', [127, 136]], ['.', '.', 'PUNCT', [136, 137]]]"
